propname,cssaproptype,proptype,proptypelong,state,msa_category,year_built,sqft
Property10237,IN,Industrial,Warehouse/Distribution,GA,Top 25,1953.0,266996.0
Property18014,OF,Office,CBD,GA,Top 25,1951.0,59476.0
Property17721,OF,Office,General Urban,GA,Top 25,1949.0,59880.0
Property21044,OF,Office,General Urban,CO,Top 25,1975.0,507868.0
Property35588,RT,Retail,Unanchored,CT,51-100,1937.0,24878.0
Property21152,RT,Retail,Anchored,TX,Top 25,1995.0,49721.0
Property31000,RT,Retail,Anchored,FL,Top 25,1991.0,50013.0
Property36097,OF,Office,Suburban,NY,NYC,1984.0,65847.0
Property10968,MF,Multifamily,Mid/High Rise,PA,Top 25,1902.0,
Property6854,MF,Multifamily,Mid Rise,NY,NYC,1896.0,
Property2463,OF,Office,CBD,DC,Top 25,1988.0,218770.0
Property2508,OF,Office,Suburban,WA,Top 25,1911.0,62031.0
Property6490,IN,Industrial,Warehouse,TX,Top 25,2006.0,281877.0
Property26494,OF,Office,Suburban,NY,NYC,1983.0,39433.0
Property17442,MF,Multifamily,Low Rise,FL,51-100,1976.0,
Property18137,MU,Mixed Use,Retail/Multifamily,GA,Top 25,1963.0,8809.0
Property29574,RT,Retail,Unanchored,CA,LA,1942.0,7498.0
Property23825,OF,Office,,FL,Top 25,1996.0,105174.0
Property20926,RT,Retail,Unanchored,NC,51-100,2006.0,9913.0
Property34653,OF,Office,General Suburban,NY,NYC,1966.0,114313.0
Property21860,CH,Multifamily,Cooperative,NY,NYC,1923.0,
Property8943,OF,Office,Suburban,GA,Top 25,1985.0,81832.0
Property28591,OF,Office,Office,NY,NYC,1990.0,596848.0
Property21600,IN,Industrial,Warehouse,NJ,NYC,1973.0,282369.0
Property36123,OF,Office,General Suburban,IL,Top 25,1981.0,42003.0
Property422,OF,Office,CBD,NY,NYC,1913.0,135211.0
Property1379,RT,Retail,Anchored,FL,26-50,1989.0,105913.0
Property25062,RT,Retail,Unanchored,CA,Other,1926.0,5348.0
Property4209,IN,Industrial,Flex Industrial,IL,Top 25,2004.0,35517.0
Property9953,OF,Office,CBD,WA,Top 25,2000.0,81536.0
Property807,OF,Office,Suburban,CA,LA,1971.0,24237.0
Property8898,OF,Office,General Suburban,GA,Top 25,1996.0,143331.0
Property34563,OF,Office,Suburban,TX,Top 25,1997.0,117277.0
Property31407,OF,Office,CBD,DC,Top 25,1983.0,45456.0
Property37324,OF,Office,CBD,DC,Top 25,1985.0,45441.0
Property31977,MF,Multifamily,Garden,CA,LA,1965.0,
Property31987,OF,Office,Office/Retail,CA,LA,2003.0,10678.0
Property33130,MF,Multifamily,Mid-Rise,NY,NYC,1921.0,
Property25767,IN,Industrial,Flex,IL,Top 25,1997.0,74296.0
Property24900,OF,Office,Suburban,VA,Top 25,1987.0,18049.0
Property29710,OF,Office,Urban,NY,NYC,1910.0,131180.0
Property7861,OF,Office,Suburban,MD,Top 25,2004.0,17971.0
Property14820,OF,Office,CBD,DC,Top 25,1992.0,166534.0
Property6264,OF,Office,Suburban,TX,Top 25,1983.0,158645.0
Property16796,RT,Retail,Unanchored,IL,Top 25,1885.0,15937.0
Property15890,IN,Industrial,Warehouse,CA,LA,2003.0,37449.0
Property12862,CH,Multifamily,Cooperative,NY,NYC,1938.0,
Property219,OF,Office,Suburban,UT,51-100,1998.0,26518.0
Property9916,OF,Office,Office,TX,Top 25,1983.0,81559.0
Property20372,OF,Office,Suburban,VA,26-50,1984.0,52371.0
Property24926,IN,Industrial,Flex Industrial,IL,Top 25,2003.0,43921.0
Property8433,RT,Retail,Free-Standing,AZ,Top 25,1991.0,2875.0
Property28479,OF,Office,Suburban,FL,Other,2005.0,39992.0
Property2271,OF,Office,,NY,NYC,1981.0,739272.0
Property35669,OF,Office,CBD,DC,Top 25,2010.0,253179.0
Property25861,OF,Office,Mixed Use,CA,San Fran,1996.0,131633.0
Property8098,CH,Multifamily,Cooperative,NY,NYC,1953.0,
Property29323,OF,Office,Suburban,GA,Top 25,1993.0,49959.0
Property26475,OF,Office,CBD,NY,NYC,1909.0,75411.0
Property29685,OF,Office,Medical,VA,26-50,1991.0,19421.0
Property6920,OF,Office,Suburban,MD,Top 25,1988.0,81953.0
Property15830,CH,Multifamily,Cooperative,NY,NYC,1919.0,
Property19712,MF,Multifamily,Mid-Rise,NY,NYC,1937.0,
Property35298,OF,Office,CBD,MA,Boston,1988.0,263218.0
Property32992,MF,Multifamily,Mid-High Rise,NY,NYC,1927.0,338580.0
Property17694,OF,Office,CBD,NY,NYC,1909.0,204943.0
Property17265,MF,Multifamily,Mid/High Rise,PA,Top 25,1902.0,
Property18439,MU,Mixed Use,Office/Retail,IL,Top 25,1997.0,15962.0
Property2681,MU,Mixed Use,Retail(79%)/Office(12%)/Multifamily(9%),MI,Other,1889.0,17000.0
Property16367,OF,Office,Suburban,OR,Top 25,1979.0,14832.0
Property22740,OF,Office,Medical,CA,LA,1963.0,54105.0
Property28362,MU,Mixed Use,Retail/Multifamily,NY,NYC,1899.0,18211.0
Property37668,RT,Retail,Anchored,DE,Other,1990.0,95746.0
Property20657,OF,Office,Office,NY,Other,1975.0,560941.0
Property27559,RT,Retail,Unanchored,IN,26-50,2001.0,7372.0
Property3309,MF,Multifamily,Garden,PA,Top 25,1879.0,
Property20592,OF,Office,Suburban,MA,Boston,1957.0,212862.0
Property25627,MU,Mixed Use,Multifamily/Retail,NY,NYC,1930.0,
Property26429,MF,Multifamily,Mid-Rise,NY,NYC,1959.0,
Property16810,RT,Retail,Free Standing,TX,Top 25,2003.0,3589.0
Property32873,IN,Industrial,Warehouse,WA,Top 25,1969.0,85022.0
Property35237,OT,Other,Data Center,VA,Other,1975.0,102026.0
Property31218,IN,Industrial,Warehouse/Distribution,NY,NYC,1964.0,83970.0
Property18699,IN,Industrial,Flex Industrial,ID,51-100,1998.0,30015.0
Property2663,RT,Retail,Anchored,CO,Top 25,2003.0,47437.0
Property786,CH,Multifamily,Cooperative,NY,NYC,1932.0,
Property14116,OF,Office,CBD,IL,Top 25,1904.0,78012.0
Property27639,RT,Retail,Unanchored,CA,LA,1925.0,13942.0
Property34671,IN,Industrial,Warehouse,CA,51-100,2005.0,33001.0
Property24608,IN,Industrial,Flex,MD,Top 25,1971.0,230415.0
Property20973,OF,Office,Suburban,CA,Top 25,2001.0,85701.0
Property14934,RT,Retail,Shadow Anchored,CT,26-50,2004.0,27190.0
Property2244,MF,Multifamily,Mid Rise,NY,NYC,1928.0,
Property8240,MF,Multifamily,Elevator,NY,NYC,1910.0,
Property35187,MU,Mixed Use,Self Storage/Office,MN,Top 25,1888.0,95216.0
Property13553,OF,Office,Urban,NY,NYC,1927.0,117032.0
Property25085,OF,Office,Office,NY,NYC,1915.0,315001.0
Property18553,CH,Multifamily,Cooperative,NY,NYC,1911.0,
Property25037,MF,Multifamily,Low Rise,NY,NYC,1909.0,
Property25998,OF,Office,Urban,CA,26-50,1965.0,19397.0
Property1179,OF,Office,Urban,CA,26-50,1987.0,43422.0
Property11982,IN,Industrial,Warehouse/Distribution,FL,51-100,2001.0,109527.0
Property4074,RT,Retail,Unanchored,VA,26-50,2005.0,32022.0
Property8802,CH,Multifamily,Cooperative,NY,NYC,1955.0,
Property17682,MU,Mixed Use,Office/Retail,IL,Top 25,1967.0,59883.0
Property32371,MU,Mixed Use,Retail/Office/Industrial,OR,Top 25,1934.0,22500.0
Property16916,LO,Hospitality,Full Service,GA,Top 25,2005.0,
Property7250,OF,Office,Suburban,NY,NYC,1975.0,23741.0
Property11541,OF,Office,General Urban,CT,51-100,1934.0,9024.0
Property3831,IN,Industrial,Light Industrial,CA,LA,1983.0,21351.0
Property13790,RT,Retail,Anchored,FL,51-100,1993.0,80513.0
Property37810,MF,Multifamily,Conventional,GA,Top 25,1962.0,
Property22805,CH,Multifamily,Cooperative,NY,NYC,1913.0,
Property14864,OF,Office,Suburban,NY,NYC,1957.0,145408.0
Property25276,CH,Multifamily,Cooperative,NY,NYC,1875.0,
Property11870,IN,Industrial,Light,NJ,NYC,1965.0,70233.0
Property6142,RT,Retail,Anchored,CT,51-100,1990.0,24802.0
Property36315,OF,Office,Medical Office,CA,LA,1984.0,63281.0
Property19391,RT,Retail,Unanchored,SC,51-100,2004.0,19616.0
Property32416,OF,Office,CBD,NY,NYC,1929.0,668298.0
Property21281,CH,Multifamily,Cooperative,NY,NYC,1953.0,
Property10899,MU,Mixed Use,Multifamily/Office,NY,NYC,1901.0,
Property35367,IN,Industrial,Warehouse/Distribution,NJ,NYC,1972.0,89031.0
Property34102,MU,Mixed Use,Office/Retail,CA,San Fran,1955.0,95146.0
Property28652,MU,Mixed Use,Multifamily/Retail,CA,LA,1918.0,
Property640,OF,Office,Suburban,TX,26-50,1982.0,76886.0
Property4189,OF,Office,Suburban,IL,Top 25,1922.0,15812.0
Property31255,OF,Office,Suburban,GA,Top 25,1981.0,183086.0
Property22856,OF,Office,Suburban,FL,Top 25,1982.0,134750.0
Property22325,OF,Office,Medical,VA,26-50,1982.0,28314.0
Property37457,OF,Office,,NJ,NYC,1989.0,407819.0
Property30844,OF,Office,CBD,DC,Top 25,1992.0,389587.0
Property31308,OF,Office,CBD,CO,Top 25,1959.0,95253.0
Property29384,IN,Industrial,Warehouse,NJ,NYC,1968.0,245537.0
Property21091,OF,Office,Urban,CA,LA,1973.0,144264.0
Property32697,OF,Office,Suburban,NY,NYC,1976.0,76271.0
Property5058,OF,Office,Suburban,NJ,NYC,1977.0,187959.0
Property5210,IN,Industrial,Warehouse/Distribution,FL,Top 25,1988.0,32033.0
Property2919,OF,Office,Office,CA,LA,1966.0,89525.0
Property29521,OF,Office,Suburban,VA,Top 25,1960.0,145702.0
Property394,OF,Office,Suburban,FL,Top 25,1983.0,150940.0
Property2282,MF,Multifamily,High Rise,OH,26-50,1965.0,
Property32244,OF,Office,CBD,NY,NYC,1927.0,131898.0
Property16580,IN,Industrial,Flex,CA,26-50,1981.0,51265.0
Property21354,RT,Retail,Single Tenant,FL,26-50,1995.0,10622.0
Property5120,IN,Industrial,Light Industrial,CA,LA,1946.0,245028.0
Property7934,OF,Office,Medical,VA,26-50,1997.0,17436.0
Property26980,OF,Office,CBD,OR,Top 25,2002.0,226104.0
Property16983,OF,Office,CBD,DC,Top 25,1989.0,419051.0
Property5146,RT,Retail,Anchored,TX,Top 25,1980.0,87715.0
Property9067,IN,Industrial,Flex,TX,Top 25,1962.0,39675.0
Property2659,RT,Retail,Unanchored,CA,LA,1951.0,8320.0
Property28133,RT,Retail,Unanchored,AR,51-100,2000.0,8002.0
Property35240,RT,Retail,Unanchored,NV,26-50,2003.0,19890.0
Property21158,IN,Industrial,Light,CA,San Fran,1961.0,57209.0
Property36967,OF,Office,Suburban,MA,Boston,2001.0,37522.0
Property28180,CH,Multifamily,Cooperative,NY,NYC,1897.0,
Property23387,OF,Office,Suburban,TX,Top 25,2001.0,251200.0
Property25266,OF,Office,Flex,PA,Top 25,1993.0,81196.0
Property6896,IN,Industrial,Flex,PA,Top 25,1993.0,42900.0
Property21243,CH,Multifamily,Cooperative,NY,NYC,1897.0,
Property35041,CH,Multifamily,Cooperative,NY,NYC,1957.0,
Property7917,RT,Retail,Shadow Anchored,CA,Top 25,1969.0,42317.0
Property26391,MF,Multifamily,Multifamily/Retail,NY,NYC,1934.0,
Property30419,OF,Office,Suburban,MA,Boston,1900.0,89922.0
Property29171,OF,Office,Office,NY,NYC,1970.0,1877005.0
Property13097,OF,Office,Suburban,TX,Top 25,1980.0,124139.0
Property21196,MU,Mixed Use,Retail/Office,CT,51-100,1978.0,17576.0
Property30612,MF,Multifamily,Conventional,IL,Top 25,1927.0,
Property10134,MU,Mixed Use,Office(85%)/Retail(15%),CO,Other,1920.0,19733.0
Property23365,OF,Office,Suburban,CA,LA,2004.0,22384.0
Property650,MU,Mixed Use,Multifamily/Retail,NY,NYC,1919.0,
Property10525,MF,Multifamily,Garden,FL,26-50,1965.0,
Property7636,RT,Retail,Shadow Anchored,TX,Top 25,2005.0,12257.0
Property28065,MU,Mixed Use,Multifamily/Retail,NY,NYC,1900.0,
Property28764,OF,Office,Office,IL,Top 25,1908.0,350664.0
Property2818,IN,Industrial,Warehouse,CA,Top 25,1989.0,48084.0
Property9874,IN,Industrial,Light Industrial,CA,Other,1993.0,24129.0
Property6361,IN,Industrial,Flex,CA,26-50,1980.0,21962.0
Property24044,MF,Multifamily,,CA,San Fran,1970.0,
Property17894,OF,Office,,HI,51-100,1973.0,133225.0
Property34543,OF,Office,Suburban,CT,51-100,1979.0,35300.0
Property29220,RT,Retail,Unanchored,MD,Top 25,1969.0,22734.0
Property147,MF,Multifamily,High-Rise,PA,Top 25,1883.0,
Property29565,MU,Mixed Use,Retail/Office,VA,Top 25,1992.0,15231.0
Property29968,MF,Multifamily,Mid Rise,NY,NYC,1932.0,
Property7703,OF,Office,Suburban,PA,51-100,1907.0,32022.0
Property29444,RT,Retail,Unanchored,MA,Boston,1936.0,30826.0
Property14235,OF,Office,Suburban,MN,Top 25,1912.0,23113.0
Property36169,MF,Multifamily,Elevator,NY,NYC,1978.0,
Property13618,MF,Multifamily,Mid Rise,NY,NYC,1933.0,
Property5337,OF,Office,CBD,NY,NYC,1908.0,499468.0
Property19778,OF,Office,Suburban,DC,Top 25,1921.0,34311.0
Property20137,IN,Industrial,Distribution,MI,Other,1971.0,220645.0
Property6839,MF,Multifamily,Mid-Rise,NY,NYC,1942.0,
Property4736,OF,Office,Suburban,TX,Top 25,1976.0,195558.0
Property594,RT,Retail,Unanchored,TX,Top 25,1987.0,24053.0
Property27266,OF,Office,Suburban,TX,Top 25,1980.0,216801.0
Property37128,MF,Multifamily,Mid/High Rise,NY,NYC,1910.0,
Property33634,RT,Retail,Unanchored,NY,NYC,2002.0,11825.0
Property3049,MF,Multifamily,Elevator,NY,NYC,1922.0,
Property5847,MF,Multifamily,Mid Rise,NY,NYC,1927.0,
Property33469,IN,Industrial,Warehouse,TX,Top 25,1969.0,35943.0
Property19850,RT,Retail,Anchored,CA,LA,1961.0,40166.0
Property7905,RT,Retail,Unanchored,NY,NYC,1912.0,5034.0
Property24104,OF,Office,Medical,CA,LA,1990.0,57455.0
Property31871,OF,Office,Suburban,PA,Top 25,2000.0,26752.0
Property10534,OF,Office,Suburban,CT,51-100,1913.0,17020.0
Property22245,OF,Office,Urban,NY,NYC,1922.0,603438.0
Property25136,OF,Office,Suburban,CA,Other,2004.0,7651.0
Property8854,MU,Mixed Use,Multifamily/Retail,NY,NYC,1995.0,
Property19573,MF,Multifamily,Walk-up,NY,NYC,1915.0,
Property4919,OF,Office,CBD,NY,NYC,1985.0,555494.0
Property6007,OF,Office,General Suburban,CA,26-50,1977.0,42569.0
Property36561,OF,Office,Suburban,FL,Top 25,1971.0,114525.0
Property3077,IN,Industrial,Light,NY,NYC,2005.0,100239.0
Property36698,RT,Retail,Unanchored,CA,LA,1998.0,11891.0
Property9195,IN,Industrial,Warehouse,TX,Top 25,2001.0,104322.0
Property16516,RT,Retail,Unanchored,CA,LA,1915.0,39374.0
Property23699,OF,Office,Suburban,NJ,NYC,1979.0,37479.0
Property22559,CH,Multifamily,Cooperative,NY,NYC,1953.0,
Property36851,MF,Multifamily,Walk-up,NY,NYC,1906.0,
Property4872,MF,Multifamily,Garden,CA,LA,1991.0,
Property23614,MU,Mixed Use,Retail/Multifamily,PA,Top 25,1854.0,14907.0
Property9030,RT,Retail,Unanchored,NY,NYC,1892.0,5425.0
Property19434,MU,Mixed Use,Retail/Office,CT,51-100,1850.0,21227.0
Property36526,CH,Multifamily,Cooperative,NY,NYC,1903.0,
Property29852,OF,Office,Suburban,VA,Top 25,1997.0,264015.0
Property4099,OF,Office,Suburban,TX,Top 25,1977.0,85502.0
Property11627,RT,Retail,Unanchored,NY,NYC,1956.0,9528.0
Property8540,OF,Office,Medical,CA,LA,1976.0,28587.0
Property1441,MF,Multifamily,High Rise,IL,Top 25,1917.0,
Property23667,OF,Office,Office/Retail,CA,LA,1952.0,10868.0
Property9147,MF,Multifamily,Mid-Rise,NY,NYC,1923.0,
Property8499,OF,Office,Suburban,CA,LA,1969.0,17159.0
Property7834,MU,Mixed Use,Multifamily/Retail,NY,NYC,1903.0,
Property13608,OF,Office,CBD,NY,NYC,1908.0,104028.0
Property4185,OF,Office,Urban,NY,NYC,1912.0,103097.0
Property31331,CH,Multifamily,Cooperative,NY,NYC,1930.0,
Property5781,MF,Multifamily,Mid-Rise,NY,NYC,1928.0,
Property30984,IN,Industrial,Warehouse,GA,Other,1992.0,29727.0
Property23553,OF,Office,Urban,DC,Top 25,1983.0,231478.0
Property21048,MF,Multifamily,High-rise,NY,NYC,1982.0,
Property11043,MF,Multifamily,Mid/High Rise,NY,NYC,1936.0,
Property32075,MU,Mixed Use,Multifamily/Office,CT,51-100,1996.0,20514.0
Property3153,MF,Multifamily,Mid/High Rise,NY,NYC,1924.0,
Property10305,RT,Retail,Unanchored,CA,LA,1998.0,19327.0
Property4224,OF,Office,Suburban,TX,Top 25,1980.0,155255.0
Property6238,IN,Industrial,Light,CA,LA,1973.0,104872.0
Property621,OF,Office,Medical,CA,LA,1966.0,28325.0
Property2079,RT,Retail,Shadow Anchored,SC,51-100,2000.0,35202.0
Property28141,RT,Retail,Unanchored,NJ,NYC,1949.0,13902.0
Property26238,IN,Industrial,Flex Industrial,CA,San Fran,1971.0,60643.0
Property10614,RT,Retail,Unanchored,FL,Top 25,,2327.0
Property27010,MF,Multifamily,,CA,Other,1948.0,
Property16357,OF,Office,CBD,NC,Top 25,1961.0,164129.0
Property35175,CH,Multifamily,Cooperative,NY,NYC,1907.0,
Property10573,RT,Retail,Unanchored,NY,NYC,1916.0,8209.0
Property21010,RT,Retail,Unanchored,NY,NYC,2001.0,7727.0
Property36818,CH,Multifamily,Cooperative,NY,NYC,1917.0,
Property15494,MF,Multifamily,Low Rise,NY,NYC,1925.0,
Property1979,OF,Office,Office,CA,LA,1983.0,36999.0
Property1733,RT,Retail,Unanchored,NY,NYC,1937.0,15700.0
Property7621,SS,Self-Storage,Self-Storage,UT,51-100,1991.0,
Property19062,CH,Multifamily,Cooperative,NY,NYC,1956.0,
Property30341,MU,Mixed Use,Office/Retail/Multifamily,CA,26-50,1922.0,32667.0
Property22298,OT,Parking Garage,,PA,Top 25,1975.0,268661.0
Property29714,IN,Industrial,Warehouse,NY,NYC,1921.0,37514.0
Property27944,RT,Retail,Unanchored,NY,NYC,1927.0,8468.0
Property30987,CH,Cooperative,Cooperative,NY,NYC,1958.0,
Property12618,CH,Multifamily,Cooperative,NY,NYC,1921.0,
Property525,CH,Multifamily,Cooperative,NY,NYC,1960.0,
Property9069,CH,Multifamily,Cooperative,NY,NYC,1924.0,
Property33220,IN,Industrial,Warehouse,NC,Top 25,2002.0,42032.0
Property30054,MU,Mixed Use,Office/Retail,NY,NYC,1926.0,77399.0
Property26942,OF,Office,CBD,MO,Top 25,1966.0,73985.0
Property31179,RT,Retail,Anchored,IL,Top 25,1945.0,21067.0
Property1842,IN,Industrial,Flex,NY,NYC,2001.0,43550.0
Property3051,RT,Retail,Unanchored,NY,NYC,1933.0,3023.0
Property671,OF,Office,,IL,Top 25,1908.0,30362.0
Property10595,OF,Office,Suburban,GA,Top 25,1985.0,210761.0
Property2296,MU,Mixed Use,Retail/Office,CT,51-100,1952.0,10730.0
Property10725,OF,Office,,MD,Top 25,1987.0,94461.0
Property30745,OF,Office,Suburban,PA,Top 25,1983.0,104198.0
Property16794,IN,Industrial,Warehouse/Distribution,FL,Top 25,1984.0,80872.0
Property33839,OF,Office,General Suburban,IL,Top 25,1985.0,133939.0
Property7568,IN,Industrial,Flex Industrial,NC,26-50,1998.0,58820.0
Property18413,OF,Office,,NY,NYC,1964.0,1765708.0
Property23484,OF,Office,General Urban,DC,Top 25,1920.0,64020.0
Property18714,OF,Office,CBD,DC,Top 25,1914.0,63974.0
Property12534,OF,Office,CBD,TX,Top 25,1980.0,795126.0
Property32392,MF,Multifamily,Garden,MN,Top 25,2006.0,
Property16818,OF,Office,Suburban,NE,Other,2003.0,137696.0
Property20294,RT,Retail,Unanchored,CA,LA,1961.0,7277.0
Property16940,IN,Industrial,,CA,LA,1969.0,80994.0
Property16655,MF,Multifamily,Student Housing,FL,Other,1971.0,
Property6674,RT,Retail,Free Standing,WI,Other,2006.0,14810.0
Property21843,IN,Industrial,Warehouse,CO,Top 25,2004.0,100015.0
Property4327,RT,Retail,Free Standing,MO,26-50,2000.0,64566.0
Property22186,OF,Office,Suburban,CT,51-100,1959.0,52656.0
Property8866,OF,Office,CBD,IL,Top 25,2001.0,1504387.0
Property31330,OF,Office,CBD,IL,Top 25,2000.0,1504363.0
Property15459,OF,OF/Multifamily/RT,Anchored,NY,NYC,1904.0,40033.0
Property37048,MU,Mixed Use,Office/Retail,MA,Boston,1924.0,42114.0
Property12797,OF,Office,CBD,WI,51-100,1967.0,113944.0
Property9554,CH,Multifamily,Cooperative,NY,NYC,1898.0,
Property20945,MU,Mixed Use,Retail/Office,CA,LA,1919.0,9295.0
Property716,IN,Industrial,Light Industrial,CA,San Fran,1923.0,52769.0
Property9909,MU,Mixed Use,Retail/Office,CA,LA,1945.0,30049.0
Property550,OF,Office,Urban,NE,51-100,1977.0,383675.0
Property19606,IN,Industrial,Flex,CO,Other,1987.0,106888.0
Property28037,MU,Mixed-Use,Self Storage/Retail,CT,51-100,1900.0,164907.0
Property11079,OF,Office,CBD,CA,LA,2004.0,23537.0
Property33867,RT,Retail,Free Standing,SC,51-100,1973.0,55717.0
Property14120,OF,Office,,NY,NYC,1912.0,4962.0
Property30990,OF,Office,Urban,DC,Top 25,1884.0,41673.0
Property21849,MF,Multifamily,Garden,VA,26-50,1904.0,
Property28838,RT,Retail,Anchored,CA,LA,1929.0,10867.0
Property18411,CH,Multifamily,Cooperative,NY,NYC,1911.0,
Property9989,MU,Mixed Use,Office/Retail,GA,Top 25,1947.0,18124.0
Property15822,IN,Industrial,Flex Industrial,NY,NYC,1918.0,192994.0
Property16141,OF,Office,Suburban,CA,San Fran,1983.0,50209.0
Property10787,MU,Mixed Use,Retail/Office,CA,LA,1948.0,29100.0
Property15550,IN,Industrial,Flex Industrial,NY,NYC,1967.0,68360.0
Property22998,MF,Multifamily,Conventional,NY,NYC,1985.0,
Property35511,RT,Retail,Unanchored,NV,26-50,1971.0,67126.0
Property13762,OF,Office,Urban,DC,Top 25,1971.0,306569.0
Property36020,OT,Other,Leased Fee,CA,LA,1998.0,3224.0
Property4173,MU,Mixed Use,Office/Retail,DC,Top 25,1900.0,10977.0
Property15680,RT,Retail,Unanchored,MN,Top 25,2001.0,14062.0
Property34535,IN,Industrial,Flex,CA,26-50,1986.0,86195.0
Property30526,MU,Mixed Use,Retail/Multifamily,NY,NYC,1909.0,8743.0
Property34747,CH,Multifamily,Cooperative,NY,NYC,1956.0,
Property15933,OF,Office,,NY,NYC,1930.0,120769.0
Property2737,OF,Office,Urban,CA,San Fran,1908.0,21010.0
Property7770,MF,Multifamily,Mid/High Rise,NY,NYC,1925.0,
Property3142,MU,Mixed Use,Office / Retail,NY,NYC,1942.0,10659.0
Property27702,RT,Retail,Unanchored,CA,Other,1981.0,33997.0
Property14000,RT,Retail,Retail Anchored,CA,51-100,1972.0,27297.0
Property4966,IN,Industrial,Warehouse / Distribution,FL,Top 25,2000.0,45076.0
Property34009,OF,Office,Urban,CA,San Fran,1972.0,238425.0
Property35340,OF,Office,CBD,SC,51-100,1983.0,218198.0
Property34950,OF,Office,CBD,CA,LA,1988.0,23298.0
Property20771,MF,Multifamily,Low Rise,NY,NYC,1924.0,
Property5834,OF,Office,CBD,CA,San Fran,1914.0,29987.0
Property29446,MF,Multifamily,Mid Rise,NY,NYC,1930.0,
Property25839,OF,Office,Suburban,SC,51-100,1987.0,70120.0
Property22642,RT,Retail,Unanchored,NY,NYC,1920.0,3749.0
Property37088,OF,Office,Suburban,CA,LA,1977.0,70518.0
Property11848,OF,Office,Suburban,TX,Top 25,1977.0,9642.0
Property14624,MF,Multifamily,Mid Rise,NY,NYC,1929.0,
Property12745,MU,Mixed Use,Retail/Office,NY,NYC,1900.0,40769.0
Property7489,OF,Office,CBD,NY,NYC,1990.0,427499.0
Property22869,CH,Multifamily,Cooperative,NY,NYC,1960.0,
Property16,CH,Multifamily,Cooperative,NY,NYC,1895.0,
Property1337,RT,Retail,Single Tenant,NY,NYC,1909.0,2241.0
