model,target_policy,validation_folds,r2_mean,r2_std,mse_mean,mse_std,rmse_mean,rmse_std,mae_mean,mae_std,negative_prediction_share_mean
hurdle_current_state,"severity clipped to [0, 1]",15,0.6006836139765993,0.011112218429924612,0.015014534218309453,0.0006907577617862951,0.12250353100484536,0.002819405266758762,0.04754916533150736,0.0012978216747540894,0.0
linear_current_state,"severity clipped to [0, 1]",15,0.5249324776170622,0.008524728393388735,0.017859318214200438,0.0006292122380394651,0.13361938343839744,0.002355521721771426,0.0649645872124341,0.0010562828707535886,0.31082328336347925
