loan_id,propname,linear_severity,hurdle_severity,selected_model
22093,Property29118,0.08218292737250839,0.027388475439881328,hurdle_current_state
59516,Property1806,0.013013836866469869,0.0037704151398947157,hurdle_current_state
30530,Property25586,-0.04166779760596398,0.00018820599864435318,hurdle_current_state
14490,Property29817,-0.0003840783955974397,0.0014769190023336356,hurdle_current_state
116866,Property16783,0.035620561401657036,0.005236092079014477,hurdle_current_state
50229,Property19770,0.37658873341469495,0.43116615285822896,hurdle_current_state
84063,Property27942,0.43106287132804694,0.5445047425998633,hurdle_current_state
4759,Property42,-0.004252462411767605,0.0009274463218248017,hurdle_current_state
84384,Property7494,0.11300235676077942,0.16425555489077415,hurdle_current_state
202619,Property27855,-0.006120048053402674,0.0007653159293370801,hurdle_current_state
78553,Property24241,-0.009671322208609182,0.0009471235092381039,hurdle_current_state
53980,Property4352,0.41035152693463933,0.4446862021373518,hurdle_current_state
36487,Property12484,-0.01336329863741735,0.000526354613078177,hurdle_current_state
29517,Property8356,0.4041016283653304,0.36400588137854245,hurdle_current_state
7479,Property23601,0.39766293358031435,0.4811670883058444,hurdle_current_state
24707,Property1136,-0.02594596457101285,0.00031813050068672555,hurdle_current_state
20327,Property3439,0.01908038042082011,0.011979621699072464,hurdle_current_state
55865,Property8307,0.04956614937631935,0.012176877572091932,hurdle_current_state
26265,Property36585,0.03602202443944172,0.01825738120645966,hurdle_current_state
28475,Property32808,-0.007169442337284976,0.001329174861687775,hurdle_current_state
27049,Property19344,0.002798733770831688,0.001386921650685242,hurdle_current_state
14224,Property20420,0.40766977816306393,0.3663936197570614,hurdle_current_state
87047,Property14838,0.011082860230427094,0.0006631326861817847,hurdle_current_state
81914,Property2450,-0.026687287852068933,0.00024054970373034643,hurdle_current_state
86958,Property28553,0.007493216331563399,0.0018986814194216187,hurdle_current_state
7689,Property14277,0.008430354870836737,0.002186541836381702,hurdle_current_state
22595,Property24280,0.3224350375382549,0.1269998497303438,hurdle_current_state
69878,Property3315,0.031907486455161393,0.001616922535306369,hurdle_current_state
37747,Property5764,-0.03210446085598535,0.00013723428180984398,hurdle_current_state
78425,Property5624,-0.03513081228618481,0.0005148112342247655,hurdle_current_state
85729,Property15649,0.01886329084175392,0.0012987328129738752,hurdle_current_state
11157,Property2963,-0.00018459027097904313,0.002104805520322698,hurdle_current_state
21352,Property9703,0.03306763439196874,0.004734614020769609,hurdle_current_state
24453,Property694,-0.010537498624858435,0.001142359380978984,hurdle_current_state
12857,Property29998,0.4095559986045459,0.34226762992901205,hurdle_current_state
30625,Property14345,0.023861311809172142,0.004977453680746965,hurdle_current_state
67195,Property34740,0.02979496285248953,0.001756619288788192,hurdle_current_state
41820,Property22465,-0.007860248685751553,0.0012834624200871998,hurdle_current_state
25472,Property1919,0.3688505612493687,0.4860417451606829,hurdle_current_state
44630,Property31880,0.4066680758305393,0.34109087315329234,hurdle_current_state
56464,Property32542,-0.03857196038524746,0.0003367074216632974,hurdle_current_state
48089,Property9224,-0.004348372471171785,0.0008633408072174834,hurdle_current_state
79133,Property17644,0.00965006934552351,0.001102165060017811,hurdle_current_state
281,Property22570,0.05044888347482611,0.000743640565209109,hurdle_current_state
41827,Property7161,-0.0039230026279579305,0.0011331876680234366,hurdle_current_state
27166,Property25868,-0.014718730503070501,0.0005279678626190118,hurdle_current_state
27254,Property15947,0.041321292182346356,0.017540665560986865,hurdle_current_state
14769,Property25302,0.09423168667547178,0.11582129229360576,hurdle_current_state
24448,Property20830,0.027751229893291166,0.008687853670048654,hurdle_current_state
116630,Property7017,0.05365075377709237,0.016009014055866435,hurdle_current_state
56465,Property12038,-0.04758287872959516,0.0001450536618090005,hurdle_current_state
22623,Property24670,0.31917868779085057,0.16596639094723892,hurdle_current_state
114983,Property23952,0.025335847490279492,0.000425550862557583,hurdle_current_state
184189,Property32539,0.023629202288127663,0.006124309976390843,hurdle_current_state
16445,Property5821,0.021598726064165977,0.003716633018733165,hurdle_current_state
59184,Property12829,0.4140732787597009,0.4420531756958313,hurdle_current_state
65078,Property25492,0.01603462410984091,0.0031535785262884427,hurdle_current_state
85527,Property8958,0.390431258346462,0.4369502172719574,hurdle_current_state
30680,Property13390,0.3778514608436805,0.45978905162544764,hurdle_current_state
1642,Property11898,-0.017717057598202676,0.0001935453733314297,hurdle_current_state
9033,Property24845,-0.012387394991543094,0.0006515408526223613,hurdle_current_state
117541,Property19685,0.05076758712575378,0.0039396314909492065,hurdle_current_state
82563,Property16143,0.020288642950396535,0.005303087250575443,hurdle_current_state
57852,Property24589,0.013846647712129442,0.0040690124151079215,hurdle_current_state
65981,Property10457,0.0014388110133459892,0.007721698021856453,hurdle_current_state
11498,Property24753,0.35320446051025006,0.37316005062334,hurdle_current_state
47999,Property17035,0.009953532213113028,0.0006570317944281098,hurdle_current_state
57617,Property23637,0.01139737451673778,0.0009441644270470057,hurdle_current_state
22638,Property6310,0.01207598374232767,0.003155571102680626,hurdle_current_state
6321,Property15707,0.008063327239814719,0.001980384113203388,hurdle_current_state
69906,Property4198,0.3505542061485289,0.3542852822389179,hurdle_current_state
32411,Property19062,0.00258984217524319,0.0002945324177009425,hurdle_current_state
33848,Property21664,0.03567107494483855,0.0062595847542504125,hurdle_current_state
14849,Property24081,0.014751089361147177,0.0046189011900790505,hurdle_current_state
53824,Property12744,0.052778414422858654,0.07041019506872064,hurdle_current_state
25569,Property11200,0.034016260860806266,0.004820924834976049,hurdle_current_state
1725,Property28792,0.012057180070034063,0.00558400691135959,hurdle_current_state
17715,Property15658,0.4022781144844312,0.31779904788227814,hurdle_current_state
32380,Property984,0.03055697994792262,0.01653514616700266,hurdle_current_state
48860,Property14189,-0.003250631804143145,0.0009897808300800839,hurdle_current_state
31114,Property25597,0.5414950714504019,0.3452844875006226,hurdle_current_state
82027,Property30238,0.0016602266221785872,0.00046247426418914695,hurdle_current_state
17876,Property31514,0.36804878853068657,0.37561843208698603,hurdle_current_state
7021,Property631,0.033511153964122756,0.012826785990062132,hurdle_current_state
78241,Property15182,0.3532432129098417,0.23096946904232604,hurdle_current_state
38152,Property9797,-0.014141188533493679,0.0023720006477343917,hurdle_current_state
16308,Property31555,0.00515468885894553,0.0008220946094532335,hurdle_current_state
70832,Property36568,-0.02793213501668408,0.0011105582651167844,hurdle_current_state
52514,Property5413,-0.00769006379239226,0.01623029403839551,hurdle_current_state
29258,Property5769,0.02773632336431041,0.0015073099708626133,hurdle_current_state
56348,Property3835,0.005270184604207473,0.0021416548842874525,hurdle_current_state
12669,Property3910,0.3576557398007504,0.30863578622069426,hurdle_current_state
25148,Property22132,-0.013578829696019534,0.000686720106181363,hurdle_current_state
56535,Property30162,0.004197771085421645,0.004302144174075301,hurdle_current_state
85150,Property21549,-0.005803784753318969,0.0007318410858502269,hurdle_current_state
16717,Property26345,0.015084532165436135,0.002695843642574498,hurdle_current_state
67044,Property23238,0.007745365864533338,0.0010130699271815658,hurdle_current_state
25496,Property18198,-0.02603740566613015,0.0013174830755097343,hurdle_current_state
40375,Property13966,0.35961355897170877,0.3317737385513577,hurdle_current_state
40961,Property31605,0.030543945111238924,0.006890583851997092,hurdle_current_state
6069,Property33544,-0.009875080894274385,0.0010263779822594606,hurdle_current_state
28413,Property6197,0.354130021131833,0.2164045656658466,hurdle_current_state
37656,Property32688,-0.0012322039722665323,0.0010756279091424107,hurdle_current_state
695,Property714,0.07408707291877985,0.02668824875536353,hurdle_current_state
84300,Property36570,-0.006820921759353532,0.0013225822147087854,hurdle_current_state
20013,Property31023,0.0395155098829478,0.03537923135120195,hurdle_current_state
17445,Property21363,0.04731007915530902,0.0546976447076441,hurdle_current_state
50293,Property3477,0.01362625223581175,0.0020893775834044132,hurdle_current_state
117399,Property28521,-0.003914659182056482,0.002013407618736673,hurdle_current_state
52848,Property18073,0.5687825922721605,0.5875192169910084,hurdle_current_state
73351,Property27646,0.03173001162762297,0.02322992089216986,hurdle_current_state
890,Property22139,0.01028022626881396,0.00026416515954270366,hurdle_current_state
81318,Property12705,-0.021356212817330703,0.00020597636464905674,hurdle_current_state
58916,Property19374,-0.038436553716358415,0.00019589073470527063,hurdle_current_state
116522,Property11870,0.0029082030879209186,0.00467355595026411,hurdle_current_state
20001,Property16898,0.4336049741046735,0.6234987242227648,hurdle_current_state
81661,Property11468,-0.038365368818896226,0.0001692843443718674,hurdle_current_state
17566,Property5781,-0.021705725313427432,0.00031081195868270595,hurdle_current_state
19617,Property36429,0.0003365651861177016,0.003134376984022664,hurdle_current_state
33703,Property17656,0.010200170844589532,0.0014169843017257757,hurdle_current_state
20853,Property33845,0.35196481962664705,0.35662903557579495,hurdle_current_state
11153,Property23392,-0.0032757480752374363,0.0021037187541778895,hurdle_current_state
211153,Property4250,-0.026456248109100994,0.0005146583165699294,hurdle_current_state
32449,Property23575,-0.008017374205744249,0.001011105886200781,hurdle_current_state
55720,Property7257,-0.009449799550626664,6.678188043625112e-05,hurdle_current_state
84920,Property4901,-0.034919559452435134,0.0006753275757529718,hurdle_current_state
29901,Property11288,0.0018532628490289388,0.004355761373648513,hurdle_current_state
23835,Property5712,0.029075233944153768,0.05301698836867711,hurdle_current_state
8157,Property29333,-0.017269534396508787,0.0008130888551615013,hurdle_current_state
43609,Property37808,0.39835726499540836,0.40670081390598395,hurdle_current_state
24995,Property7788,0.011862796945419349,0.006448678537227921,hurdle_current_state
44663,Property25233,-0.006803485582962815,0.0005481414489521142,hurdle_current_state
47896,Property11268,0.0577579814829526,0.002524853552923556,hurdle_current_state
49582,Property32374,-0.014072730461652389,0.0006676694641022954,hurdle_current_state
115200,Property3309,0.014636523723288261,0.0018987909841743549,hurdle_current_state
19819,Property31433,-0.011147487399259831,0.00041126682352287075,hurdle_current_state
58530,Property32285,-0.009705632432348857,0.00341946259993664,hurdle_current_state
12851,Property4947,-0.03995748092195066,0.00032532493769083345,hurdle_current_state
82862,Property23110,0.031036127354105686,0.023479655397597683,hurdle_current_state
86158,Property34811,-0.045254455710473956,0.0005970980173882699,hurdle_current_state
99,Property8323,0.006841256917453714,0.00934022883903035,hurdle_current_state
