target_policy,repeats,folds_per_repeat,paired_folds,hurdle_mse_wins,hurdle_mae_wins,linear_mse_mean,hurdle_mse_mean,mse_reduction_from_mean_errors,fold_mse_reduction_mean,fold_mse_reduction_std,fold_mse_reduction_min,fold_mse_reduction_max,linear_mae_mean,hurdle_mae_mean,mae_reduction_from_mean_errors,fold_mae_reduction_mean,fold_mae_reduction_std
"severity clipped to [0, 1]",3,5,15,15,15,0.017859318214200438,0.015014534218309452,0.15928849924567778,0.1595359621518024,0.013147111525142864,0.13352389565345602,0.18160959589867018,0.0649645872124341,0.04754916533150737,0.2680756182438031,0.26817985941111544,0.00969692230849424
